Truth    Predicted    Review 
0        1            jimmy falls love chloe afraid love literally kill evidenced scene drunkenly tries enter bubble kiss

1        0            notable rhys ifans spike williams eccentric roommate film purpose make us laugh
 
0        1            chloe decides marry high school boyfriend jimmy builds bubble suit embarks hijinksaddled crosscountry voyage stop wedding professing love

1        0            example couple instances film large amounts time pass
 
0        1            harsh jabs manage work especially case kurtz bluntly shows dark hypocritical side religious right wacky sendup cult called bright n shiny led inimitable fabio

1        0            another memorable shot occurs park camera lifted ground level couple hundred feet air
 
0        1            studio suffering public protest film parents reallife bubble boy david philip vetter maybe disneys wondering thing

